,SchoolCode,School Name,Charter School,DASS,ChronicAbsenteeismRate,College Going Rate - Total (12 Months),TOTAL_EL,Percent Eligible FRPM,School Type,Educational Option Type,Met UC/CSU Grad Req's (Rate),Dropout (Rate),Homeless Student Enrollment (Rate),SPED_ENR_N,Stability Rate (percent),CumulativeEnrollment,Total Expulsions,Total Suspensions,STU_TCH_RATIO,Percentage Standard Met and Above,Students Tested with Scores (Rate)
834,3735206,Oceanside High,No ,No ,36.0,44.0,170,0.7448665297741273,High Schools (Public),Traditional,46.5,3.5,0.0236943907156673,333,85.1,2068,4,77,21.8,23.59,0.980722891566265
835,3739018,El Camino High,No ,No ,24.2,38.4,179,0.6703207470564353,High Schools (Public),Traditional,51.0,2.2,0.0097809076682316,388,91.7,2556,0,86,23.1,36.51,0.972027972027972
836,105726,Mission Hills High,No ,No ,13.2,79.8,229,0.4463831334060342,High Schools (Public),Traditional,70.4,3.1,0.0442321302193913,367,93.6,2826,2,71,24.8,40.19,0.97984496124031
837,3737632,San Marcos High,No ,No ,18.5,81.3,217,0.319530485816759,High Schools (Public),Traditional,73.4,3.2,0.0510301109350237,359,93.7,3155,12,156,25.3,39.21,0.961892247043364
838,3731114,Valley Center High,No ,No ,24.9,56.5,144,0.6167441860465116,High Schools (Public),Traditional,35.1,3.8,0.0761648745519713,186,91.6,1116,0,37,22,18.91,0.9875518672199172
839,114678,High Tech High Chula Vista,Yes,No ,19.6,78.8,49,0.4744408945686901,High Schools (Public),Traditional,99.3,0.0,0.012539184952978,105,95.6,638,0,17,16.5,33.33,0.9712230215827338
840,129320,Bonsall High,No ,No ,34.5,47.6,45,0.6666666666666666,High Schools (Public),Traditional,63.4,3.3,0.1208791208791208,80,88.5,364,0,27,16.2,24.24,0.88
847,3830205,Wallenberg (Raoul) Traditional High,No ,No ,34.3,85.2,81,0.5076628352490421,High Schools (Public),Traditional,65.4,15.0,0.0483333333333333,120,77.0,600,0,23,19.5,34.02,0.8508771929824561
848,3830254,Burton (Phillip and Sala) Academic High,No ,No ,39.9,77.9,211,0.6771728748806113,High Schools (Public),Traditional,71.2,5.2,0.0718132854578097,190,87.6,1114,0,89,19.3,41.77,0.9115384615384616
849,3830288,Balboa High,No ,No ,25.5,82.3,167,0.6373182552504039,High Schools (Public),Traditional,70.6,4.8,0.0462822458270106,201,88.7,1318,0,99,20.3,42.06,0.8062283737024222
851,3830403,Marshall (Thurgood) High,No ,No ,57.9,57.0,299,0.7894736842105263,High Schools (Public),Traditional,34.9,31.4,0.1192170818505338,61,74.6,562,0,33,14.5,4.65,0.7049180327868853
852,3830437,Gateway High,Yes,No ,18.2,78.0,44,0.5258620689655172,High Schools (Public),Traditional,99.1,0.8,0.0083507306889352,82,94.6,479,0,33,17.1,35.04,0.9831932773109244
853,3831765,Galileo High,No ,No ,27.8,83.1,493,0.6291428571428571,High Schools (Public),Traditional,66.8,10.4,0.1093668236525379,221,86.4,1911,0,98,19.8,35.99,0.875
854,3833241,Lincoln (Abraham) High,No ,No ,18.8,84.4,302,0.5453230472516876,High Schools (Public),Traditional,65.2,5.1,0.0382902938557435,282,88.6,2246,0,16,22.6,52.23,0.925343811394892
855,3833407,Lowell High,No ,No ,11.1,92.5,67,0.425126409957215,High Schools (Public),Traditional,83.1,2.6,0.0315870570107858,193,98.0,2596,0,5,20.9,67.3,0.9003115264797508
856,3834082,Mission High,No ,No ,46.8,66.7,403,0.6253776435045317,High Schools (Public),Traditional,62.5,14.9,0.0940860215053763,223,82.5,1116,0,59,16.8,8.25,0.8174603174603174
857,3834769,O'Connell (John) High,No ,No ,58.0,71.3,155,0.7043478260869566,High Schools (Public),Traditional,41.0,22.0,0.1335952848722986,116,80.0,509,0,99,15.7,21.05,0.1919191919191919
858,3839081,Washington (George) High,No ,No ,21.6,89.5,211,0.5183752417794971,High Schools (Public),Traditional,72.5,7.3,0.0404463040446304,292,92.2,2151,0,35,22.3,49.24,0.6686868686868687
861,3932308,Escalon High,No ,No ,16.4,66.7,48,0.4822085889570552,High Schools (Public),Traditional,31.3,1.0,0.0047114252061248,84,91.9,849,4,65,21.7,,0.0
862,3933801,Lincoln High,No ,No ,25.2,71.2,214,0.7076044269903606,High Schools (Public),Traditional,44.9,1.3,0.0689655172413793,313,89.0,2958,14,202,21,35.62,0.9924471299093656
863,3933959,Linden High,No ,No ,15.3,76.0,67,0.693135935397039,High Schools (Public),Traditional,45.4,0.0,0.0142671854734111,84,93.6,771,2,37,19.5,25.3,0.994011976047904
864,108225,Ronald E. McNair High,No ,No ,31.5,66.3,253,0.7688564476885644,High Schools (Public),Traditional,27.4,7.8,0.0107163000564015,256,81.0,1773,3,226,17.3,15.04,0.9766899766899768
865,3930237,Bear Creek High,No ,No ,29.2,71.5,134,0.6576623376623376,High Schools (Public),Traditional,39.4,4.1,0.0087124878993223,280,85.8,2066,1,108,18.9,27.29,0.9802631578947368
866,3934759,Tokay High,No ,No ,20.6,65.4,281,0.6929057337220602,High Schools (Public),Traditional,26.6,2.1,0.0062977957714799,279,87.1,2223,5,73,20,26.32,0.9743589743589745
867,3934783,Lodi High,No ,No ,22.5,68.9,217,0.6091188524590164,High Schools (Public),Traditional,32.1,3.2,0.0132874015748031,257,91.1,2032,1,172,18,24.65,0.9730941704035876
868,101576,Weston Ranch High,No ,No ,25.0,66.8,172,0.7259450171821306,High Schools (Public),Traditional,43.0,4.3,0.1336515513126491,161,84.8,1257,6,129,18.9,22.7,0.990228013029316
869,116376,Lathrop High,No ,No ,19.7,69.4,180,0.6224764468371468,High Schools (Public),Traditional,52.1,2.0,0.0635514018691588,156,86.5,1605,0,97,21,33.05,0.9861878453038674
870,3930310,Sierra High,No ,No ,12.3,72.0,180,0.5586826347305389,High Schools (Public),Traditional,36.2,4.1,0.050482132728304,143,90.6,1763,2,52,22.4,44.29,0.9907621247113164
871,3932001,East Union High,No ,No ,21.9,63.2,200,0.6240157480314961,High Schools (Public),Traditional,30.0,5.2,0.1359756097560975,191,84.3,1640,2,113,19.2,21.33,0.980225988700565
872,3935103,Manteca High,No ,No ,27.5,54.5,296,0.6696381751442055,High Schools (Public),Traditional,20.0,2.5,0.0909090909090909,284,86.0,2057,11,157,20.7,25.06,0.9835680751173708
875,3935756,Ripon High,No ,No ,11.1,79.6,46,0.2616555661274976,High Schools (Public),Traditional,53.6,1.1,0.0158878504672897,102,95.4,1070,0,33,20.3,41.85,0.961864406779661
876,108159,Cesar Chavez High,No ,No ,35.0,58.7,292,0.7491340920336467,High Schools (Public),Traditional,33.7,4.0,0.0561387494294842,266,82.0,2191,3,158,20.9,13.82,0.9242424242424242
878,119784,Stockton High,No ,No ,96.9,15.2,33,0.8952879581151832,High Schools (Public),Traditional,4.7,24.7,0.1488095238095238,9,39.7,336,0,0,23.9,8.7,0.5679012345679012
879,123802,Health Careers Academy,Yes,No ,19.5,79.8,20,0.7902439024390244,High Schools (Public),Traditional,89.2,0.0,0.0241545893719806,15,95.9,414,0,2,17.8,44.19,1.0
880,124248,Pacific Law Academy,Yes,No ,12.1,80.9,2,0.6130653266331658,High Schools (Public),Traditional,88.9,0.0,0.0049504950495049,7,95.0,202,0,0,20.2,65.38,1.0
882,3932100,Edison High,No ,No ,39.3,50.4,507,0.797027600849257,High Schools (Public),Traditional,38.9,4.7,0.0824823252160251,328,84.1,2546,5,226,22.9,17.9,0.860655737704918
883,3937406,Stagg Senior High,No ,No ,42.5,50.4,274,0.7459749552772809,High Schools (Public),Traditional,24.3,4.6,0.0928313563692625,291,75.5,1939,0,190,20.3,9.34,0.9473684210526316
884,102392,Millennium Charter,Yes,No ,8.9,77.1,24,0.2247706422018348,High Schools (Public),Traditional,75.8,1.6,0.0065502183406113,27,91.5,458,0,6,16,56.44,1.0
885,119040,John C. Kimball High,No ,No ,14.6,74.4,103,0.5374921235034656,High Schools (Public),Traditional,41.0,3.0,0.0324129651860744,131,90.6,1666,5,133,23.6,32.26,0.9819004524886876
886,3930302,Merrill F. West High,No ,No ,18.3,63.3,222,0.7578125,High Schools (Public),Traditional,35.3,5.1,0.0691155147414209,277,85.5,2069,6,297,21.4,29.34,0.9879227053140096
887,128967,Mountain House High,No ,No ,9.0,83.2,76,0.1079077429983525,High Schools (Public),Traditional,69.8,0.0,0.0039984006397441,123,95.0,2501,3,106,23.7,64.0,0.938009787928222
889,4030755,Atascadero High,No ,No ,49.6,65.5,76,0.449438202247191,High Schools (Public),Traditional,44.0,3.8,0.0301302931596091,183,86.8,1228,4,106,19.7,39.09,0.94921875
890,125328,Central Coast New Tech High,No ,No ,18.3,80.3,3,0.5031446540880503,High Schools (Public),Traditional,81.5,1.8,0.0853658536585365,35,89.9,328,0,14,19,62.82,1.0
891,4030268,Nipomo High,No ,No ,22.5,68.4,66,0.702075702075702,High Schools (Public),Traditional,53.2,0.0,0.2398648648648648,132,85.4,888,6,82,18.4,34.03,1.0
892,4034807,Morro Bay High,No ,No ,23.7,78.2,21,0.511318242343542,High Schools (Public),Traditional,60.5,2.4,0.0701298701298701,116,91.7,770,0,9,17.8,40.11,0.9891304347826086
893,4036703,San Luis Obispo High,No ,No ,21.0,85.6,85,0.3903456495828367,High Schools (Public),Traditional,76.3,0.5,0.0497109826589595,216,91.2,1730,2,119,21,55.01,0.9848101265822784
894,4037008,Shandon High,No ,No ,22.1,37.5,29,0.7108433734939759,High Schools (Public),Traditional,5.3,9.1,0.0909090909090909,18,86.4,88,2,8,12.4,10.53,1.0
896,4037701,Templeton High,No ,No ,8.6,87.9,5,0.2841379310344827,High Schools (Public),Traditional,57.2,0.5,0.0026845637583892,68,96.1,745,0,8,19.3,38.42,0.9725274725274724
898,4035754,Paso Robles High,No ,No ,19.8,73.3,210,0.649546827794562,High Schools (Public),Traditional,26.9,5.5,0.0892175572519084,267,84.4,2096,4,124,21.7,40.24,0.9837962962962964
899,4032009,Coast Union High,No ,No ,27.1,90.3,32,0.8867924528301887,High Schools (Public),Traditional,21.7,0.0,0.1657142857142857,21,90.2,175,0,9,9.8,13.51,0.9736842105263158
900,4132817,Half Moon Bay High,No ,No ,19.8,78.8,78,0.256860592755214,High Schools (Public),Traditional,36.0,3.2,0.0087051142546245,139,94.8,919,0,23,18.2,14.35,0.9787234042553192
901,4133393,Jefferson High,No ,No ,32.7,71.8,244,0.4113805970149253,High Schools (Public),Traditional,66.0,3.4,0.0246478873239436,102,89.2,1136,0,69,19.4,25.69,1.0
903,4137535,Terra Nova High,No ,No ,12.0,83.9,24,0.1486486486486486,High Schools (Public),Traditional,63.2,1.8,0.0157894736842105,115,93.3,760,0,24,20,38.36,0.9798657718120806
905,4135331,Pescadero High,No ,No ,40.7,82.4,27,0.345679012345679,High Schools (Public),Traditional,35.3,5.0,0.0,17,95.1,81,0,5,12.9,,1.0
906,126722,East Palo Alto Academy,Yes,No ,32.0,67.3,98,0.6330935251798561,High Schools (Public),Traditional,52.7,11.1,0.0069444444444444,46,93.1,288,0,30,12.8,8.57,0.9722222222222222
907,138420,Tide Academy,No ,No ,21.4,68.7,17,0.4009433962264151,High Schools (Public),Traditional,55.2,1.5,0.0,47,95.4,217,0,5,9.4,31.82,0.8979591836734694
908,4130993,Carlmont High,No ,No ,10.8,86.7,101,0.0932203389830508,High Schools (Public),Traditional,77.7,1.2,0.0020929259104227,227,97.7,2389,0,69,19.6,67.48,0.9172413793103448
909,4133716,Menlo-Atherton High,No ,No ,17.6,79.5,360,0.329935125115848,High Schools (Public),Traditional,65.5,7.4,0.0129928315412186,286,92.9,2232,0,90,17.6,52.55,0.8930693069306931
910,4136693,Sequoia High,No ,No ,25.4,80.8,357,0.3926645091693635,High Schools (Public),Traditional,61.3,14.4,0.0129332643559234,272,92.8,1933,0,73,17.3,35.32,0.9522727272727272
911,4138053,Woodside High,No ,No ,19.7,79.9,218,0.2867469879518072,High Schools (Public),Traditional,68.3,5.7,0.009895227008149,275,93.5,1718,0,67,16.3,46.72,0.9556135770234988
912,4230587,Carpinteria Senior High,No ,No ,22.5,81.8,52,0.6526138279932546,High Schools (Public),Traditional,59.3,2.0,0.0655737704918032,72,94.6,610,0,97,18.3,29.55,0.8859060402684564
913,4230454,Cabrillo High,No ,No ,25.7,79.2,43,0.4830188679245283,High Schools (Public),Traditional,45.5,1.5,0.0526315789473684,180,88.3,1121,0,89,19.2,41.3,0.95
914,4233060,Lompoc High,No ,No ,22.9,67.6,155,0.7671060891399875,High Schools (Public),Traditional,32.6,3.0,0.0615384615384615,328,87.7,1690,2,139,19.6,20.69,0.9755351681957186
915,102285,Pioneer Valley High,No ,No ,17.1,71.2,426,0.7188311688311688,High Schools (Public),Traditional,50.0,5.7,0.3123067408781694,382,89.1,3234,9,244,21.4,24.24,0.9665271966527196
916,4234613,Ernest Righetti High,No ,No ,23.0,74.0,239,0.554635761589404,High Schools (Public),Traditional,46.8,2.4,0.1577102803738317,339,89.4,2568,3,248,20,31.08,0.9630281690140844
917,4236030,Santa Maria High,No ,No ,21.7,69.1,675,0.7610563156220171,High Schools (Public),Traditional,34.3,8.2,0.192850705917693,435,87.7,3329,4,149,21.3,24.02,0.9443651925820256
918,4236345,Santa Ynez Valley Union High,No ,No ,19.8,78.5,22,0.2709113607990012,High Schools (Public),Traditional,47.1,1.4,0.0109890109890109,114,94.0,819,0,36,18.5,39.89,0.9842931937172776
920,4231726,Dos Pueblos Senior High,No ,No ,17.2,86.8,76,0.439274080967892,High Schools (Public),Traditional,79.5,3.6,0.0287146763901549,225,94.6,2194,1,31,22.6,46.57,0.9725490196078432
921,4235230,San Marcos Senior High,No ,No ,19.5,82.7,144,0.5804776739356179,High Schools (Public),Traditional,63.0,4.0,0.0594159113796576,247,91.6,1986,1,76,21.2,46.48,0.96900826446281
922,4235727,Santa Barbara Senior High,No ,No ,25.4,79.6,142,0.6174636174636174,High Schools (Public),Traditional,57.0,3.0,0.0741482965931863,287,88.3,1996,4,85,19.5,25.24,0.9493087557603688
924,4330239,Leigh High,No ,No ,10.6,90.3,60,0.179936305732484,High Schools (Public),Traditional,78.4,0.4,0.0015519917227108,187,96.2,1933,0,8,24.5,55.08,0.9800796812749004
925,4330866,Branham High,No ,No ,10.1,82.6,101,0.3142857142857143,High Schools (Public),Traditional,74.1,2.2,0.0058479532163742,209,94.8,1881,1,28,21.7,56.75,0.9693251533742332
926,4331955,Del Mar High,No ,No ,18.3,73.3,249,0.6962962962962963,High Schools (Public),Traditional,59.2,5.4,0.0035112359550561,193,91.0,1424,2,104,20.7,36.45,0.9422492401215804
927,4336137,Prospect High,No ,No ,14.0,82.8,173,0.4924657534246575,High Schools (Public),Traditional,64.4,1.4,0.0019749835418038,176,93.0,1519,0,48,21.5,41.92,0.9881656804733728
928,4338505,Westmont High,No ,No ,9.5,83.7,122,0.4197384066587395,High Schools (Public),Traditional,70.2,1.7,0.010392609699769,202,93.3,1732,3,49,22.1,50.4,0.9312039312039312
929,116889,KIPP San Jose Collegiate,Yes,No ,6.3,92.2,77,0.708984375,High Schools (Public),Traditional,100.0,0.9,0.0095969289827255,49,97.5,521,0,78,16,,0.0
930,125617,ACE Charter High,Yes,No ,48.4,75.3,167,0.8977635782747604,High Schools (Public),Traditional,92.5,11.8,0.0357142857142857,63,87.5,336,0,4,17.9,13.85,0.9027777777777778
931,132274,Alpha Cindy Avitia High,Yes,No ,33.8,69.1,198,0.7283950617283951,High Schools (Public),Traditional,95.3,10.6,0.0,70,87.5,432,0,20,13.5,6.59,0.9891304347826086
932,4330015,Yerba Buena High,No ,No ,18.9,76.7,409,0.6191066997518611,High Schools (Public),Traditional,54.2,3.9,0.0559723023658395,126,89.6,1733,0,69,23.9,30.9,0.958041958041958
933,4330023,Santa Teresa High,No ,No ,16.9,81.0,153,0.2788191190253046,High Schools (Public),Traditional,62.1,2.2,0.0274898602974312,237,93.7,2219,0,60,22.5,57.79,0.951219512195122
934,4330031,Independence High,No ,No ,20.7,77.4,495,0.4696373962429008,High Schools (Public),Traditional,55.3,7.5,0.0508679854662898,264,87.3,2477,0,56,22,43.75,0.8825622775800712
935,4330692,Evergreen Valley High,No ,No ,10.2,92.8,196,0.2241953385127636,High Schools (Public),Traditional,77.9,1.0,0.0101339124140427,177,96.3,2763,0,62,25.1,67.65,0.9488372093023256
936,4332995,Andrew P. Hill High,No ,No ,32.7,76.2,550,0.6758312020460358,High Schools (Public),Traditional,33.8,9.6,0.1498855835240274,210,81.4,1748,0,34,21.3,25.0,0.8877805486284289
937,4333639,James Lick High,No ,No ,32.6,73.3,279,0.6577726218097448,High Schools (Public),Traditional,35.5,9.7,0.1192468619246862,165,81.8,956,3,45,19.7,9.33,0.8853211009174312
938,4334900,Mt. Pleasant High,No ,No ,25.5,66.8,282,0.625250501002004,High Schools (Public),Traditional,36.6,6.1,0.1056466302367941,173,86.2,1098,0,53,20.8,16.67,0.8475836431226765
939,4335204,Oak Grove High,No ,No ,27.3,77.2,371,0.5618631732168851,High Schools (Public),Traditional,47.0,7.4,0.0521739130434782,211,85.1,1495,3,72,22.2,28.53,0.9230769230769232
940,4335428,William C. Overfelt High,No ,No ,32.9,72.5,486,0.6265590608950844,High Schools (Public),Traditional,38.4,7.0,0.0792146242383209,231,86.1,1477,0,72,20.1,18.97,0.8978328173374613
941,4335907,Piedmont Hills High,No ,No ,10.6,89.6,171,0.3013555787278415,High Schools (Public),Traditional,67.2,2.2,0.0161290322580645,220,95.0,1984,0,53,23,60.86,0.9789473684210528
942,4337903,Silver Creek High,No ,No ,12.7,85.8,280,0.4460028050490883,High Schools (Public),Traditional,65.5,3.2,0.0192393736017897,194,93.5,2235,1,52,23.7,47.08,0.9502868068833652
943,4331799,Cupertino High,No ,No ,7.1,86.3,143,0.1022222222222222,High Schools (Public),Traditional,84.4,1.0,0.0038022813688212,160,96.3,1841,0,41,22.5,75.9,0.9736842105263158
944,4332474,Fremont High,No ,No ,20.2,78.9,405,0.237378640776699,High Schools (Public),Traditional,65.6,8.1,0.0162037037037037,285,92.6,2160,0,49,21.1,50.52,0.9509803921568628
945,4333316,Homestead High,No ,No ,11.9,84.2,250,0.1591726618705036,High Schools (Public),Traditional,77.2,2.6,0.0070113935144609,209,95.7,2282,1,47,22.6,63.05,0.9677966101694916
946,4334421,Lynbrook High,No ,No ,7.1,90.3,49,0.0652173913043478,High Schools (Public),Traditional,93.2,1.5,0.0011554015020219,129,96.8,1731,1,4,23,85.85,0.9761904761904762
947,4334462,Monta Vista High,No ,No ,7.1,90.9,82,0.0595092024539877,High Schools (Public),Traditional,92.4,1.1,0.0018126888217522,97,97.2,1655,0,8,23.8,74.34,0.9569620253164556
948,114496,Dr. TJ Owens Gilroy Early College Academy,No ,No ,3.3,88.5,3,0.3980263157894737,High Schools (Public),Traditional,97.1,0.0,0.0064935064935064,5,97.7,308,0,0,27.4,86.11,1.0
949,118380,Christopher High,No ,No ,19.1,79.9,251,0.3797546012269938,High Schools (Public),Traditional,55.4,2.9,0.0164512338425381,220,92.6,1702,0,76,23.3,34.19,0.9604938271604938
950,4332839,Gilroy High,No ,No ,25.8,69.1,444,0.511742892459827,High Schools (Public),Traditional,51.5,5.7,0.0236266981689308,242,86.7,1693,7,129,20.8,22.95,0.9838709677419356
951,4334371,Los Gatos High,No ,No ,10.0,89.0,38,0.0684430512016718,High Schools (Public),Traditional,83.8,2.1,0.0020703933747412,224,97.4,1932,0,21,20.8,56.81,0.9794661190965092
952,4337762,Saratoga High,No ,No ,8.9,92.4,32,0.0344530577088716,High Schools (Public),Traditional,89.3,2.0,0.0008510638297872,161,98.1,1175,0,3,19.2,64.47,0.9820143884892086
953,102368,Ann Sobrato High,No ,No ,18.9,81.0,123,0.3031105228325612,High Schools (Public),Traditional,67.2,1.1,0.0835427135678392,152,91.3,1592,4,61,22.7,49.0,0.9694444444444444
954,4333951,Live Oak High,No ,No ,25.3,74.6,170,0.4196185286103542,High Schools (Public),Traditional,49.2,2.6,0.1279373368146214,173,90.9,1149,2,120,20.5,36.3,0.9689655172413794
955,4332904,Henry M. Gunn High,No ,No ,13.2,87.0,93,0.1168594035301278,High Schools (Public),Traditional,91.4,1.6,0.0137231503579952,129,95.6,1676,0,12,16.1,,0.0
956,4335782,Palo Alto High,No ,No ,14.1,86.0,37,0.1332628239026969,High Schools (Public),Traditional,94.1,1.1,0.0067637877211238,224,96.6,1922,0,24,16.3,,
957,4330080,Gunderson High,No ,No ,34.0,76.8,158,0.5456989247311828,High Schools (Public),Traditional,47.6,8.3,0.0123915737298636,155,86.1,807,0,61,16.5,22.97,0.9673202614379084
958,4333522,Leland High,No ,No ,15.7,91.3,46,0.1128484024473147,High Schools (Public),Traditional,75.1,2.3,0.0026560424966799,89,95.6,1506,0,41,25.6,73.12,0.7126760563380282
959,4333795,Abraham Lincoln High,No ,No ,28.3,81.9,314,0.5616352201257861,High Schools (Public),Traditional,47.9,3.8,0.0239766081871345,187,86.7,1710,0,125,19.8,36.28,0.9783549783549784
960,4335949,Pioneer High,No ,No ,20.8,88.6,123,0.3079684134960517,High Schools (Public),Traditional,63.6,2.8,0.0096818810511756,106,93.0,1446,2,92,21.5,57.73,0.9297124600638976
961,4337200,San Jose High,No ,No ,41.0,65.4,303,0.6990846681922197,High Schools (Public),Traditional,4.9,18.3,0.0385005065856129,146,79.8,987,0,93,18.7,21.01,1.0
962,4338950,Willow Glen High,No ,No ,30.5,81.5,229,0.3882047958522359,High Schools (Public),Traditional,52.4,6.4,0.0146968769136558,218,90.6,1633,0,77,20.3,41.26,0.9781818181818182
964,4330122,Santa Clara High,No ,No ,13.1,85.3,197,0.2363199037883343,High Schools (Public),Traditional,54.5,2.5,0.0092165898617511,227,92.5,1736,0,73,19,51.3,0.9554455445544554
965,4338802,Adrian Wilcox High,No ,No ,19.7,83.3,232,0.2602230483271375,High Schools (Public),Traditional,52.5,5.0,0.0112359550561797,212,91.5,1691,2,52,18.6,28.23,1.0
967,4334470,Milpitas High,No ,No ,8.6,83.0,334,0.4395078605604921,High Schools (Public),Traditional,59.2,1.0,0.0525965379494008,267,94.8,3004,1,92,21.5,60.44,0.9310344827586208
970,4430245,Diamond Technology Institute,Yes,No ,16.1,54.5,10,0.7701149425287356,High Schools (Public),Traditional,52.6,5.0,0.034090909090909,11,93.2,88,0,2,17.4,66.67,1.0
971,4436754,San Lorenzo Valley High,No ,No ,25.8,77.4,11,0.2024221453287197,High Schools (Public),Traditional,62.9,1.8,0.006677796327212,51,92.5,599,0,37,20.9,57.26,0.992
973,4432340,Harbor High,No ,No ,23.4,80.9,105,0.3820335636722606,High Schools (Public),Traditional,55.5,4.5,0.0113851992409867,135,90.8,1054,0,29,18.5,34.63,0.9829787234042552
974,4437109,Santa Cruz High,No ,No ,18.0,79.5,32,0.2268984446477584,High Schools (Public),Traditional,79.5,2.6,0.0035810205908683,109,94.1,1117,0,18,22.8,51.67,0.97165991902834
975,4437406,Soquel High,No ,No ,18.0,85.4,55,0.2905027932960894,High Schools (Public),Traditional,63.0,1.5,0.0027173913043478,123,93.9,1104,1,15,20,50.44,0.9658119658119658
976,4430211,Scotts Valley High,No ,No ,11.3,87.7,7,0.1096563011456628,High Schools (Public),Traditional,81.1,1.3,0.012965964343598,72,96.3,617,0,6,19.4,54.19,0.950920245398773
977,4530028,West Valley Early College High,No ,No ,25.3,66.7,13,0.4714673913043478,High Schools (Public),Traditional,38.0,1.4,0.0269607843137254,77,84.7,816,0,89,22.1,31.51,0.9419354838709676
979,4530804,Anderson High,No ,No ,26.4,50.0,33,0.5320284697508897,High Schools (Public),Traditional,19.8,0.0,0.0192307692307692,109,81.0,624,1,134,22.6,,1.0
980,4530044,Foothill High,No ,No ,18.1,73.8,16,0.4498991257565568,High Schools (Public),Traditional,42.7,1.4,0.0038265306122448,140,89.7,1568,0,69,23.5,50.41,0.994579945799458
981,4532750,Enterprise High,No ,No ,25.2,56.7,61,0.6567944250871081,High Schools (Public),Traditional,39.1,2.8,0.0294358135731807,175,85.5,1223,3,140,21.3,30.18,0.986159169550173
982,4537304,Shasta High,No ,No ,17.6,73.4,17,0.4810725552050473,High Schools (Public),Traditional,47.1,1.8,0.0141685309470544,167,85.6,1341,1,52,20.5,44.7,0.9901639344262296
984,4531901,Central Valley High,No ,No ,24.6,56.8,5,0.7152658662092625,High Schools (Public),Traditional,52.9,1.0,0.0174326465927099,99,82.3,631,1,65,21.3,49.22,1.0
985,4732707,Dunsmuir High,No ,No ,52.4,63.6,1,0.7213114754098361,High Schools (Public),Traditional,25.0,8.7,0.2,13,78.5,65,0,5,6.7,6.67,0.9375
986,4734356,Happy Camp High,No ,No ,55.8,,1,0.902439024390244,High Schools (Public),Traditional,,,0.108695652173913,6,73.9,46,0,9,13.7,,1.0
987,4735403,Mount Shasta High,No ,No ,31.0,65.5,5,0.3278008298755187,High Schools (Public),Traditional,43.9,9.1,0.0233463035019455,16,85.6,257,0,16,14.6,37.5,0.7142857142857143
988,4739207,Yreka High,No ,No ,25.6,48.9,9,0.5555555555555556,High Schools (Public),Traditional,38.8,2.2,0.0637329286798179,53,81.8,659,13,109,17.3,30.14,0.9931972789115646
989,4731253,Butte Valley High,No ,No ,10.1,,19,0.7659574468085106,High Schools (Public),Traditional,5.3,0.0,0.0294117647058823,7,88.2,102,0,3,13.5,,
990,4733309,Etna Union High,No ,No ,19.0,52.5,3,0.6162162162162163,High Schools (Public),Traditional,51.2,0.0,0.0717948717948717,15,89.6,195,0,18,13.3,47.06,0.9714285714285714
991,4831004,Benicia High,No ,No ,15.2,74.6,24,0.2411985018726591,High Schools (Public),Traditional,58.5,1.0,0.0220264317180616,166,94.3,1362,2,64,22.4,40.88,0.9695121951219512
992,4832259,Dixon High,No ,No ,15.0,61.3,150,0.5767676767676768,High Schools (Public),Traditional,45.7,3.8,0.0445920303605313,90,89.8,1054,0,51,23.9,30.18,0.9823008849557522
993,4830170,Angelo Rodriguez High,No ,No ,19.2,81.8,39,0.379441023211748,High Schools (Public),Traditional,61.8,1.5,0.0146520146520146,203,93.4,2184,1,150,25.2,38.53,0.9634888438133874
994,4830451,Armijo High,No ,No ,24.7,54.0,255,0.8129067245119306,High Schools (Public),Traditional,33.7,6.2,0.065796082370668,290,85.6,1991,6,229,21,14.65,0.9604938271604938
995,4833000,Fairfield High,No ,No ,22.5,50.2,184,0.8130841121495327,High Schools (Public),Traditional,19.9,5.8,0.0526014865637507,256,84.6,1749,8,141,23.8,19.35,0.963254593175853
996,4838801,Vanden High,No ,No ,21.2,76.1,25,0.410790925812385,High Schools (Public),Traditional,49.2,0.0,0.0088391278727165,173,91.2,1697,1,50,23.6,38.62,0.994269340974212
997,4830089,Will C. Wood High,No ,No ,10.1,58.7,79,0.578096947935368,High Schools (Public),Traditional,48.8,7.1,0.0176336746302616,210,89.1,1758,5,113,20.5,18.23,0.9402597402597402
998,4830113,Buckingham Collegiate Charter Academy,Yes,No ,10.5,69.5,1,0.3417721518987341,High Schools (Public),Traditional,64.9,1.0,0.0,47,94.4,485,0,7,19.4,48.28,0.9586776859504132
999,4837803,Vacaville High,No ,No ,8.4,66.1,84,0.4540117416829745,High Schools (Public),Traditional,60.2,5.5,0.008,231,91.5,2125,3,114,21.3,29.55,0.9421841541755888
1001,139816,Griffin Academy High,Yes,No ,30.6,,29,0.7150537634408602,High Schools (Public),Traditional,8.5,11.6,0.044776119402985,21,87.1,201,0,44,16.9,40.0,1.0
1002,4830147,Jesse M. Bethel High,No ,No ,36.5,60.2,214,0.7736248236953456,High Schools (Public),Traditional,38.9,9.3,0.0467948717948717,206,81.9,1560,0,170,21.1,21.5,0.9512987012987012
1003,4830196,MIT Academy,Yes,No ,28.0,64.8,83,0.6321353065539113,High Schools (Public),Traditional,80.2,2.9,0.0502008032128514,42,90.5,498,1,25,24.9,42.62,0.976
